YYMMDDHHMI,STN,WD,WS,GST,PA,PS,PT,PR,TA,TD,HM,PV,RN,SD,WC,WP,WW,CA,CH,CT,VS,SS,SI,ST,TS,TE,WH,BF,IR,IX
202604220000,181,0,0.3,-9,1014.2,1018.3,0,0.2,10.5,-0.9,45.0,5.7,-9.0,-9.0,-9,-9,-,9,48,-9,4032,-9.0,-9.00,-9,11.6,-99.0,-9.0,-9,3,-9
202604220100,181,36,0.5,-9,1013.7,1017.8,-9,-9.0,10.3,-0.8,46.0,5.8,-9.0,-9.0,-9,-9,-,7,48,-9,4009,-9.0,-9.00,-9,11.3,-99.0,-9.0,-9,3,-9
202604220200,181,9,0.9,-9,1013.1,1017.2,-9,-9.0,9.3,1.4,58.0,6.8,-9.0,-9.0,-9,-9,-,9,44,-9,3985,-9.0,-9.00,-9,11.1,-99.0,-9.0,-9,3,-9
202604220300,181,5,1.0,-9,1012.7,1016.8,7,-1.5,9.1,1.7,60.0,6.9,-9.0,-9.0,-9,-9,-,5,36,-9,3918,-9.0,-9.00,-9,10.8,-99.0,-9.0,-9,3,-9
202604220400,181,36,0.5,-9,1012.6,1016.7,-9,-9.0,8.9,2.8,66.0,7.5,-9.0,-9.0,-9,-9,-,6,24,-9,3801,-9.0,-9.00,-9,10.8,-99.0,-9.0,-9,3,-9
202604220500,181,16,1.8,-9,1012.0,1016.1,-9,-9.0,9.0,2.3,63.0,7.2,-9.0,-9.0,-9,-9,-,7,28,-9,3357,-9.0,-9.00,-9,10.5,-99.0,-9.0,-9,3,-9
202604220600,181,0,0.1,-9,1012.4,1016.5,5,-0.3,9.1,2.4,63.0,7.3,-9.0,-9.0,-9,-9,-,4,34,-9,3382,0.0,0.00,-9,10.5,-99.0,-9.0,-9,3,-9
202604220700,181,16,1.2,-9,1012.9,1017.0,-9,-9.0,9.7,2.5,61.0,7.3,-9.0,-9.0,-9,-9,-,3,25,-9,3115,0.0,0.07,-9,10.7,-99.0,-9.0,-9,3,-9
202604220800,181,0,0.2,-9,1013.4,1017.5,-9,-9.0,10.9,2.1,55.0,7.1,-9.0,-9.0,-9,-9,-,3,28,-9,3347,0.0,0.22,-9,11.5,-99.0,-9.0,-9,3,-9
202604220900,181,5,1.1,-9,1012.8,1016.9,0,0.4,12.2,1.7,49.0,6.9,-9.0,-9.0,-9,-9,-,1,76,-9,3180,0.0,0.59,-9,13.1,-99.0,-9.0,-9,3,-9
202604221000,181,5,2.7,-9,1012.9,1016.9,-9,-9.0,13.0,1.9,47.0,7.0,-9.0,-9.0,-9,-9,-,8,31,-9,2807,0.0,0.82,-9,14.2,-99.0,-9.0,-9,3,-9
202604221100,181,5,1.5,-9,1013.0,1017.0,-9,-9.0,14.0,1.9,44.0,7.0,-9.0,-9.0,-9,-9,-,3,23,-9,2943,0.0,0.72,-9,14.7,-99.0,-9.0,-9,3,-9
202604221200,181,27,1.2,-9,1012.5,1016.5,8,-0.4,15.8,2.2,40.0,7.2,-9.0,-9.0,-9,-9,-,1,18,-9,2974,0.0,1.19,-9,17.0,-99.0,-9.0,-9,3,-9
202604221300,181,25,1.7,-9,1012.0,1016.0,-9,-9.0,17.9,0.5,31.0,6.3,-9.0,-9.0,-9,-9,-,4,23,-9,3404,0.1,1.89,-9,19.7,-99.0,-9.0,-9,3,-9
202604221400,181,23,2.8,-9,1010.9,1014.8,-9,-9.0,18.7,0.2,29.0,6.2,-9.0,-9.0,-9,-9,-,4,28,-9,5000,0.3,2.16,-9,21.3,-99.0,-9.0,-9,3,-9
202604221500,181,29,2.9,-9,1009.8,1013.7,7,-2.8,19.6,1.0,29.0,6.6,-9.0,-9.0,-9,-9,-,2,34,-9,5000,0.9,2.86,-9,23.5,-99.0,-9.0,-9,3,-9
202604221600,181,27,1.6,-9,1009.4,1013.3,-9,-9.0,19.5,0.9,29.0,6.5,-9.0,-9.0,-9,-9,-,2,41,-9,5000,0.7,2.20,-9,22.0,-99.0,-9.0,-9,3,-9
202604221700,181,14,0.9,-9,1008.0,1011.9,-9,-9.0,20.2,2.0,30.0,7.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.8,1.58,-9,20.1,-99.0,-9.0,-9,3,-9
202604221800,181,34,5.5,-9,1007.5,1011.4,7,-2.3,18.0,-4.0,22.0,4.5,-9.0,-9.0,-9,-9,-,0,-9,-9,4647,0.8,0.85,-9,16.8,-99.0,-9.0,-9,3,-9
202604221900,181,34,2.7,-9,1007.6,1011.6,-9,-9.0,16.3,-3.7,25.0,4.6,-9.0,-9.0,-9,-9,-,0,-9,-9,4902,0.0,0.20,-9,14.9,-99.0,-9.0,-9,3,-9
202604222000,181,5,1.5,-9,1008.3,1012.3,-9,-9.0,14.7,-2.7,30.0,5.0,-9.0,-9.0,-9,-9,-,0,-9,-9,4523,0.0,0.01,-9,13.4,-99.0,-9.0,-9,3,-9
202604222100,181,34,3.4,-9,1008.9,1012.9,2,1.5,14.3,-3.5,29.0,4.7,-9.0,-9.0,-9,-9,-,0,-9,-9,4778,-9.0,-9.00,-9,12.3,-99.0,-9.0,-9,3,-9
202604222200,181,14,1.3,-9,1008.8,1012.8,-9,-9.0,12.1,-2.1,37.0,5.2,-9.0,-9.0,-9,-9,-,0,-9,-9,4715,-9.0,-9.00,-9,11.3,-99.0,-9.0,-9,3,-9
202604222300,181,5,1.8,-9,1008.8,1012.8,-9,-9.0,11.8,-1.3,40.0,5.6,-9.0,-9.0,-9,-9,-,1,-9,-9,4790,-9.0,-9.00,-9,10.7,-99.0,-9.0,-9,3,-9
202604230000,181,16,0.7,-9,1008.5,1012.6,7,-0.3,9.6,0.2,52.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,4837,-9.0,-9.00,-9,10.1,-99.0,-9.0,-9,3,-9
202604230100,181,14,0.8,-9,1007.7,1011.8,-9,-9.0,9.1,0.5,55.0,6.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4384,-9.0,-9.00,-9,9.7,-99.0,-9.0,-9,3,-9
202604230200,181,0,0.1,-9,1007.3,1011.4,-9,-9.0,8.0,0.4,59.0,6.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4188,-9.0,-9.00,-9,9.2,-99.0,-9.0,-9,3,-9
202604230300,181,0,0.0,-9,1006.6,1010.7,7,-1.9,6.7,1.6,70.0,6.9,-9.0,-9.0,-9,-9,-,0,-9,-9,3571,-9.0,-9.00,-9,8.7,-99.0,-9.0,-9,3,-9
202604230400,181,20,0.6,-9,1006.7,1010.8,-9,-9.0,6.7,1.9,72.0,7.0,-9.0,-9.0,-9,-9,-,0,-9,-9,3035,-9.0,-9.00,-9,8.4,-99.0,-9.0,-9,3,-9
202604230500,181,7,0.7,-9,1006.4,1010.5,-9,-9.0,6.6,2.6,76.0,7.4,-9.0,-9.0,-9,-9,-,2,75,-9,2559,-9.0,-9.00,-9,8.4,-99.0,-9.0,-9,3,-9
202604230600,181,5,1.4,-9,1006.4,1010.5,6,-0.2,6.8,2.6,75.0,7.4,-9.0,-9.0,-9,-9,-,3,75,-9,2056,0.0,0.00,-9,8.4,-99.0,-9.0,-9,3,-9
202604230700,181,2,0.8,-9,1006.8,1010.9,-9,-9.0,8.2,3.6,73.0,7.9,-9.0,-9.0,-9,-9,-,0,-9,-9,2416,0.2,0.23,-9,9.1,-99.0,-9.0,-9,3,-9
202604230800,181,7,3.5,-9,1006.3,1010.3,-9,-9.0,12.1,2.2,51.0,7.2,-9.0,-9.0,-9,-9,-,0,-9,-9,2665,1.0,0.98,-9,11.8,-99.0,-9.0,-9,3,-9
202604230900,181,5,4.2,-9,1006.6,1010.6,0,0.1,15.5,1.9,40.0,7.0,-9.0,-9.0,-9,-9,-,0,-9,-9,3327,0.9,1.52,-9,15.1,-99.0,-9.0,-9,3,-9
202604231000,181,7,6.3,929,1006.4,1010.4,-9,-9.0,17.2,2.7,38.0,7.4,-9.0,-9.0,-9,-9,-,0,-9,-9,3469,1.0,2.39,-9,18.3,-99.0,-9.0,-9,3,-9
202604231100,181,5,8.1,1011,1006.0,1009.9,-9,-9.0,18.8,3.3,36.0,7.7,-9.0,-9.0,-9,-9,-,0,-9,-9,3765,1.0,2.76,-9,20.5,-99.0,-9.0,-9,3,-9
202604231200,181,7,5.4,1011,1005.7,1009.6,7,-1.0,20.5,1.8,29.0,7.0,-9.0,-9.0,-9,-9,-,0,-9,-9,4843,1.0,3.15,-9,23.6,-99.0,-9.0,-9,3,-9
202604231300,181,5,5.2,-9,1005.2,1009.1,-9,-9.0,22.0,2.1,27.0,7.1,-9.0,-9.0,-9,-9,-,0,-9,-9,4964,1.0,3.16,-9,24.5,-99.0,-9.0,-9,3,-9
202604231400,181,2,5.5,-9,1005.0,1008.9,-9,-9.0,22.5,2.0,26.0,7.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,3.20,-9,25.4,-99.0,-9.0,-9,3,-9
202604231500,181,5,5.0,1011,1004.5,1008.4,7,-1.2,22.5,2.0,26.0,7.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,2.33,-9,23.7,-99.0,-9.0,-9,3,-9
202604231600,181,5,5.0,-9,1004.4,1008.3,-9,-9.0,22.4,0.8,24.0,6.5,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.9,1.96,-9,22.1,-99.0,-9.0,-9,3,-9
202604231700,181,5,4.2,-9,1004.9,1008.8,-9,-9.0,22.2,-1.8,20.0,5.4,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.4,1.19,-9,20.1,-99.0,-9.0,-9,3,-9
202604231800,181,5,4.2,-9,1005.6,1009.5,3,1.1,21.5,-1.1,22.0,5.6,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.4,0.71,-9,18.3,-99.0,-9.0,-9,3,-9
202604231900,181,14,1.8,-9,1006.1,1010.0,-9,-9.0,19.6,1.0,29.0,6.6,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.0,0.17,-9,16.6,-99.0,-9.0,-9,3,-9
202604232000,181,14,3.3,-9,1007.2,1011.1,-9,-9.0,18.2,-0.1,29.0,6.1,-9.0,-9.0,-9,-9,-,3,60,-9,5000,0.0,0.00,-9,15.1,-99.0,-9.0,-9,3,-9
202604232100,181,16,4.2,-9,1008.5,1012.5,2,3.0,17.2,-0.1,31.0,6.1,-9.0,-9.0,-9,-9,-,8,60,-9,4671,-9.0,-9.00,-9,14.1,-99.0,-9.0,-9,3,-9
202604232200,181,14,1.7,-9,1009.6,1013.6,-9,-9.0,15.9,-0.3,33.0,6.0,-9.0,-9.0,-9,-9,-,8,55,-9,5000,-9.0,-9.00,-9,13.4,-99.0,-9.0,-9,3,-9
202604232300,181,16,1.6,-9,1010.0,1014.0,-9,-9.0,14.7,-4.1,27.0,4.5,-9.0,-9.0,-9,-9,-,3,71,-9,5000,-9.0,-9.00,-9,12.4,-99.0,-9.0,-9,3,-9
202604240000,181,20,1.6,-9,1010.6,1014.7,2,2.2,11.4,-1.4,41.0,5.5,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,11.2,-99.0,-9.0,-9,3,-9
202604240100,181,16,1.4,-9,1010.8,1014.9,-9,-9.0,9.7,-1.9,44.0,5.3,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,10.1,-99.0,-9.0,-9,3,-9
202604240200,181,0,0.4,-9,1010.6,1014.7,-9,-9.0,8.2,-1.6,50.0,5.4,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,9.2,-99.0,-9.0,-9,3,-9
202604240300,181,0,0.3,-9,1010.8,1014.9,1,0.2,6.7,-0.9,58.0,5.7,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,8.3,-99.0,-9.0,-9,3,-9
202604240400,181,0,0.3,-9,1010.8,1015.0,-9,-9.0,4.6,0.1,73.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,7.7,-99.0,-9.0,-9,3,-9
202604240500,181,0,0.0,-9,1011.1,1015.3,-9,-9.0,4.9,0.2,72.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,4391,-9.0,-9.00,-9,7.1,-99.0,-9.0,-9,3,-9
202604240600,181,32,0.9,-9,1011.7,1015.9,2,1.0,3.5,0.1,79.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,4406,0.0,0.00,-9,6.6,-99.0,-9.0,-9,3,-9
202604240700,181,32,0.6,-9,1012.7,1016.8,-9,-9.0,6.1,2.1,76.0,7.1,-9.0,-9.0,-9,-9,-,0,-9,-9,2975,0.7,0.32,-9,7.6,-99.0,-9.0,-9,3,-9
202604240800,181,2,2.1,-9,1013.3,1017.4,-9,-9.0,10.5,2.0,56.0,7.1,-9.0,-9.0,-9,-9,-,0,-9,-9,4812,1.0,1.11,-9,11.6,-99.0,-9.0,-9,3,-9
202604240900,181,5,1.5,-9,1013.4,1017.4,1,1.5,13.4,-2.1,34.0,5.2,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,1.89,-9,16.4,-99.0,-9.0,-9,3,-9
202604241000,181,5,2.2,-9,1013.4,1017.4,-9,-9.0,16.0,-1.5,30.0,5.5,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,2.51,-9,20.6,-99.0,-9.0,-9,3,-9
202604241100,181,5,2.5,-9,1013.2,1017.2,-9,-9.0,18.1,-3.3,23.0,4.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4739,1.0,3.15,-9,24.2,-99.0,-9.0,-9,3,-9
202604241200,181,5,2.0,-9,1012.6,1016.5,7,-0.9,20.3,-4.8,18.0,4.3,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,3.46,-9,27.2,-99.0,-9.0,-9,3,-9
202604241300,181,2,2.6,-9,1011.9,1015.8,-9,-9.0,21.6,-3.7,18.0,4.6,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,3.65,-9,29.1,-99.0,-9.0,-9,3,-9
202604241400,181,36,2.6,-9,1011.3,1015.2,-9,-9.0,23.3,-3.1,17.0,4.9,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,3.52,-9,29.9,-99.0,-9.0,-9,3,-9
202604241500,181,23,1.9,-9,1010.8,1014.7,7,-1.8,22.6,-3.7,17.0,4.6,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.6,2.03,-9,24.8,-99.0,-9.0,-9,3,-9
202604241600,181,29,1.9,-9,1010.5,1014.4,-9,-9.0,23.7,-3.6,16.0,4.7,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.5,1.32,-9,23.8,-99.0,-9.0,-9,3,-9
202604241700,181,29,1.9,-9,1010.7,1014.6,-9,-9.0,23.2,-2.4,18.0,5.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,1.71,-9,22.6,-99.0,-9.0,-9,3,-9
202604241800,181,25,0.8,-9,1011.0,1014.9,3,0.2,23.8,-3.5,16.0,4.7,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.8,0.83,-9,19.8,-99.0,-9.0,-9,3,-9
202604241900,181,16,2.4,-9,1011.4,1015.3,-9,-9.0,21.5,-6.2,15.0,3.8,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.8,0.33,-9,17.0,-99.0,-9.0,-9,3,-9
202604242000,181,16,2.2,-9,1012.2,1016.2,-9,-9.0,18.4,-3.7,22.0,4.6,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.0,0.01,-9,15.0,-99.0,-9.0,-9,3,-9
202604242100,181,0,0.0,-9,1013.1,1017.1,2,2.2,14.4,-0.1,37.0,6.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,13.5,-99.0,-9.0,-9,3,-9
202604242200,181,18,1.4,-9,1013.9,1017.9,-9,-9.0,13.1,0.4,42.0,6.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4643,-9.0,-9.00,-9,12.4,-99.0,-9.0,-9,3,-9
202604242300,181,23,1.0,-9,1014.4,1018.5,-9,-9.0,12.0,0.4,45.0,6.3,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,11.4,-99.0,-9.0,-9,3,-9
202604250000,181,23,1.0,-9,1014.9,1019.0,2,1.9,9.5,2.5,62.0,7.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4995,-9.0,-9.00,-9,10.6,-99.0,-9.0,-9,3,-9
202604250100,181,0,0.3,-9,1015.3,1019.4,-9,-9.0,9.5,2.5,62.0,7.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4912,-9.0,-9.00,-9,9.8,-99.0,-9.0,-9,3,-9
202604250200,181,20,1.1,-9,1015.6,1019.7,-9,-9.0,7.6,3.2,74.0,7.7,-9.0,-9.0,-9,-9,-,0,-9,-9,3863,-9.0,-9.00,-9,9.2,-99.0,-9.0,-9,3,-9
202604250300,181,0,0.0,-9,1015.7,1019.9,2,0.9,6.8,3.2,78.0,7.7,-9.0,-9.0,-9,-9,-,0,-9,-9,3268,-9.0,-9.00,-9,8.8,-99.0,-9.0,-9,3,-9
202604250400,181,0,0.0,-9,1016.1,1020.3,-9,-9.0,6.2,3.8,85.0,8.0,-9.0,-9.0,-9,-9,-,0,-9,-9,2825,-9.0,-9.00,-9,8.2,-99.0,-9.0,-9,3,-9
202604250500,181,0,0.0,-9,1016.5,1020.7,-9,-9.0,6.3,3.9,85.0,8.1,-9.0,-9.0,-9,-9,-,0,-9,-9,2398,-9.0,-9.00,-9,7.9,-99.0,-9.0,-9,3,-9
202604250600,181,0,0.3,-9,1016.7,1020.9,2,1.0,5.5,3.0,84.0,7.6,-9.0,-9.0,-9,-9,-,0,-9,-9,2377,0.0,0.00,-9,7.6,-99.0,-9.0,-9,3,-9
202604250700,181,0,0.0,-9,1017.2,1021.3,-9,-9.0,8.0,4.5,79.0,8.4,-9.0,-9.0,-9,-9,-,0,-9,-9,2113,0.7,0.32,-9,8.7,-99.0,-9.0,-9,3,-9
202604250800,181,5,1.6,-9,1016.9,1021.0,-9,-9.0,11.4,5.0,65.0,8.7,-9.0,-9.0,-9,-9,-,0,-9,-9,2779,1.0,1.04,-9,12.6,-99.0,-9.0,-9,3,-9
202604250900,181,7,1.2,-9,1016.8,1020.8,8,-0.1,14.7,5.2,53.0,8.8,-9.0,-9.0,-9,-9,-,0,-9,-9,2749,1.0,1.79,-9,17.2,-99.0,-9.0,-9,3,-9
202604251000,181,34,1.8,-9,1016.5,1020.5,-9,-9.0,17.6,7.3,51.0,10.2,-9.0,-9.0,-9,-9,-,0,-9,-9,2882,1.0,2.47,-9,21.9,-99.0,-9.0,-9,3,-9
202604251100,181,29,1.4,-9,1016.3,1020.2,-9,-9.0,20.7,6.6,40.0,9.7,-9.0,-9.0,-9,-9,-,0,-9,-9,3069,1.0,3.06,-9,26.1,-99.0,-9.0,-9,3,-9
202604251200,181,7,1.9,-9,1015.6,1019.5,7,-1.3,22.9,3.4,28.0,7.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4129,1.0,3.41,-9,29.0,-99.0,-9.0,-9,3,-9
202604251300,181,23,2.6,-9,1014.6,1018.5,-9,-9.0,24.2,1.7,23.0,6.9,-9.0,-9.0,-9,-9,-,0,-9,-9,4986,1.0,3.53,-9,30.6,-99.0,-9.0,-9,3,-9
202604251400,181,29,2.3,-9,1013.6,1017.5,-9,-9.0,25.9,2.5,22.0,7.3,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,3.41,-9,30.9,-99.0,-9.0,-9,3,-9
202604251500,181,29,2.1,-9,1012.9,1016.8,7,-2.7,25.6,-2.9,15.0,4.9,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,3.07,-9,30.0,-99.0,-9.0,-9,3,-9
202604251600,181,7,1.8,-9,1011.9,1015.7,-9,-9.0,26.5,-7.6,10.0,3.5,-9.0,-9.0,-9,-9,-,0,-9,-9,4060,1.0,2.54,-9,27.9,-99.0,-9.0,-9,3,-9
202604251700,181,20,0.9,-9,1011.5,1015.3,-9,-9.0,26.9,-1.9,15.0,5.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4987,1.0,1.79,-9,25.0,-99.0,-9.0,-9,3,-9
202604251800,181,32,5.9,1721,1011.6,1015.5,5,-1.3,22.9,0.0,22.0,6.1,-9.0,-9.0,-9,-9,-,0,-9,-9,3974,1.0,1.00,-9,20.9,-99.0,-9.0,-9,3,-9
202604251900,181,32,2.8,-9,1011.7,1015.6,-9,-9.0,20.6,-2.5,21.0,5.1,-9.0,-9.0,-9,-9,-,0,-9,-9,4859,0.8,0.32,-9,18.4,-99.0,-9.0,-9,3,-9
202604252000,181,9,1.2,-9,1012.5,1016.5,-9,-9.0,18.6,-3.5,22.0,4.7,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.0,0.01,-9,16.2,-99.0,-9.0,-9,3,-9
202604252100,181,5,0.6,1721,1013.2,1017.2,2,1.7,16.9,-0.8,30.0,5.8,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,14.7,-99.0,-9.0,-9,3,-9
202604252200,181,0,0.0,-9,1013.1,1017.1,-9,-9.0,14.7,0.5,38.0,6.3,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,13.5,-99.0,-9.0,-9,3,-9
202604252300,181,16,1.2,-9,1012.8,1016.9,-9,-9.0,12.3,1.2,47.0,6.7,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,12.4,-99.0,-9.0,-9,3,-9
202604260000,181,29,0.7,-9,1012.5,1016.6,7,-0.6,10.1,1.9,57.0,7.0,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,11.5,-99.0,-9.0,-9,3,-9
202604260100,181,0,0.0,-9,1012.0,1016.1,-9,-9.0,9.5,2.5,62.0,7.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4942,-9.0,-9.00,-9,10.7,-99.0,-9.0,-9,3,-9
202604260200,181,18,0.6,-9,1011.8,1015.9,-9,-9.0,9.2,2.5,63.0,7.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4656,-9.0,-9.00,-9,10.1,-99.0,-9.0,-9,3,-9
202604260300,181,0,0.0,-9,1011.6,1015.7,7,-0.9,8.0,3.0,71.0,7.6,-9.0,-9.0,-9,-9,-,0,-9,-9,3924,-9.0,-9.00,-9,9.5,-99.0,-9.0,-9,3,-9
202604260400,181,0,0.0,-9,1011.0,1015.1,-9,-9.0,7.7,3.1,73.0,7.6,-9.0,-9.0,-9,-9,-,0,-9,-9,3559,-9.0,-9.00,-9,8.9,-99.0,-9.0,-9,3,-9
202604260500,181,0,0.2,-9,1010.7,1014.8,-9,-9.0,6.2,2.8,79.0,7.5,-9.0,-9.0,-9,-9,-,0,-9,-9,3176,-9.0,-9.00,-9,8.4,-99.0,-9.0,-9,3,-9
202604260600,181,0,0.0,-9,1011.0,1015.1,5,-0.6,6.2,2.8,79.0,7.5,-9.0,-9.0,-9,-9,-,0,-9,-9,2619,0.0,0.00,-9,8.0,-99.0,-9.0,-9,3,-9
202604260700,181,34,0.5,-9,1011.3,1015.4,-9,-9.0,7.6,3.8,77.0,8.0,-9.0,-9.0,-9,-9,-,0,-9,-9,1575,0.6,0.32,-9,9.2,-99.0,-9.0,-9,3,-9
202604260800,181,36,1.0,-9,1011.4,1015.5,-9,-9.0,11.2,3.9,61.0,8.1,-9.0,-9.0,-9,-9,-,0,-9,-9,2272,1.0,1.02,-9,13.1,-99.0,-9.0,-9,3,-9
202604260900,181,23,1.3,-9,1011.3,1015.3,0,0.2,15.8,5.3,50.0,8.9,-9.0,-9.0,-9,-9,-,0,-9,-9,2813,1.0,1.77,-9,17.8,-99.0,-9.0,-9,3,-9
202604261000,181,32,2.1,-9,1011.1,1015.1,-9,-9.0,17.3,4.5,43.0,8.4,-9.0,-9.0,-9,-9,-,0,-9,-9,3159,1.0,2.45,-9,22.4,-99.0,-9.0,-9,3,-9
202604261100,181,5,1.3,-9,1010.7,1014.6,-9,-9.0,19.8,-1.3,24.0,5.6,-9.0,-9.0,-9,-9,-,0,-9,-9,3366,1.0,3.04,-9,26.6,-99.0,-9.0,-9,3,-9
202604261200,181,2,3.3,-9,1009.7,1013.6,7,-1.7,22.6,-0.8,21.0,5.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4550,1.0,3.42,-9,29.3,-99.0,-9.0,-9,3,-9
202604261300,181,27,1.8,-9,1008.9,1012.8,-9,-9.0,23.6,0.6,22.0,6.4,-9.0,-9.0,-9,-9,-,0,-9,-9,3588,1.0,3.50,-9,30.9,-99.0,-9.0,-9,3,-9
202604261400,181,32,2.3,-9,1008.1,1012.0,-9,-9.0,23.9,0.2,21.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,3740,1.0,3.35,-9,31.0,-99.0,-9.0,-9,3,-9
202604261500,181,27,2.2,-9,1007.2,1011.0,7,-2.6,24.8,-0.4,19.0,5.9,-9.0,-9.0,-9,-9,-,0,-9,-9,3736,1.0,3.02,-9,30.1,-99.0,-9.0,-9,3,-9
202604261600,181,32,4.4,-9,1006.4,1010.2,-9,-9.0,24.9,-1.0,18.0,5.7,-9.0,-9.0,-9,-9,-,0,-9,-9,4654,1.0,2.46,-9,27.7,-99.0,-9.0,-9,3,-9
202604261700,181,32,5.2,-9,1006.2,1010.1,-9,-9.0,23.7,0.7,22.0,6.4,-9.0,-9.0,-9,-9,-,0,-9,-9,4300,1.0,1.77,-9,24.3,-99.0,-9.0,-9,3,-9
202604261800,181,32,4.0,-9,1006.3,1010.2,5,-0.8,22.1,-0.6,22.0,5.8,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,1.03,-9,20.6,-99.0,-9.0,-9,3,-9
202604261900,181,32,4.0,-9,1006.4,1010.3,-9,-9.0,19.8,0.2,27.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,4995,0.6,0.29,-9,18.2,-99.0,-9.0,-9,3,-9
202604262000,181,14,0.8,-9,1007.6,1011.5,-9,-9.0,17.7,-0.5,29.0,5.9,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.0,0.01,-9,16.2,-99.0,-9.0,-9,3,-9
202604262100,181,5,3.4,-9,1008.5,1012.5,2,2.3,16.3,-1.3,30.0,5.6,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,14.7,-99.0,-9.0,-9,3,-9
202604262200,181,34,1.1,-9,1008.5,1012.5,-9,-9.0,15.8,-1.3,31.0,5.6,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,13.7,-99.0,-9.0,-9,3,-9
202604262300,181,2,3.1,-9,1008.8,1012.8,-9,-9.0,14.4,-0.8,35.0,5.8,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,12.9,-99.0,-9.0,-9,3,-9
202604270000,181,2,1.4,-9,1009.2,1013.2,2,0.7,13.2,0.5,42.0,6.3,-9.0,-9.0,-9,-9,-,3,69,-9,4987,-9.0,-9.00,-9,12.7,-99.0,-9.0,-9,3,-9
202604270100,181,18,1.7,-9,1009.4,1013.4,-9,-9.0,12.4,0.4,44.0,6.3,-9.0,-9.0,-9,-9,-,2,-9,-9,5000,-9.0,-9.00,-9,11.8,-99.0,-9.0,-9,3,-9
202604270200,181,0,0.0,-9,1009.0,1013.1,-9,-9.0,10.5,1.0,52.0,6.6,-9.0,-9.0,-9,-9,-,1,75,-9,4987,-9.0,-9.00,-9,11.0,-99.0,-9.0,-9,3,-9
